gene_id,leaf_section_1,leaf_section_2,leaf_section_3,leaf_section_4,leaf_section_5,leaf_section_6,leaf_section_7,leaf_section_8,leaf_section_9,leaf_section_10,leaf_section_11
Os01g0102700,85,26,96.46771747909226,10,85,16.475071300343096,8.60282969768017,10,16,30.573390116732927,15
Os01g0102800,11,NA,5.148557955344811,10,1,47.9449325499815,13.548315509649626,3,2,128.3824719016882,NA
Os01g0102900,7,376,68.01516035744987,391,129,14.702584822429962,16.48175505620931,93,112,149.07126553342684,215
Os01g0103000,89,NA,NA,NA,103,NA,NA,NA,NA,NA,NA
Os01g0103100,NA,NA,100.2613917619779,NA,NA,NA,NA,NA,NA,3.7725839708122058,NA
Os01g0103400,123,12,128.71394888362028,NA,15,NA,NA,NA,NA,104.40355145791055,NA
Os01g0103600,73,4,109.47460073470019,3,19,128.95401048362643,15.433797511126418,1,NA,115.1819820160648,0.4
Os01g0103700,77,NA,140.09497173227723,2,21,9.742539685247483,2.3595417526707956,2,NA,152.04952777322015,1
Os01g0103800,77,7,1.625860406950993,6,83,NA,NA,NA,NA,143.93127536122978,3
Os01g0104000,23,8,119.22976317640615,NA,69,NA,NA,NA,NA,153.18947719256826,9
Os01g0104100,77,64,100.2613917619779,49,89,31.77029166749658,31.329056913121022,79,83,147.35823164371274,83
Os01g0104350,NA,NA,0.5419534689836644,NA,NA,4.240592862211221,1.36268446103141,NA,NA,142.86329468932297,NA
Os01g0104400,51,94,79.39618320610683,110,17,6.512582812719678,69.88873295425671,125,147,38.13010859807014,140
Os01g0104600,7,27,130.88176275955493,9,79,5.371509914601204,2.064035590395474,33,19,137.07825129931868,40
Os01g0104800,109,4,13.81981345908344,NA,15,NA,NA,NA,NA,124.0679010674291,NA
Os01g0104900,53,19,103.78408931037173,13,15,NA,NA,NA,NA,28.942098508063303,NA
Os01g0105400,111,4,NA,3,11,NA,NA,NA,3,NA,4
Os01g0105700,NA,NA,NA,NA,NA,2.52972926012791,35.15627783948867,NA,NA,NA,NA
Os01g0105800,23,9,110.28753093817569,NA,131,25.301949438503144,83.1209510813661,NA,19,131.25233676879216,24
Os01g0105900,67,118,106.22287992079822,42,63,1.0632076609277532,2.8969395678237917,29,35,52.507865031344544,42
Os01g0106200,109,62,43.89823098767681,19,81,32.049686608393024,45.39540049685857,NA,17,127.18388128072125,30
Os01g0106300,5,363,83.18985748899247,335,121,10.358342830247784,2.587410587655152,14,NA,124.91197896951851,NA
Os01g0106400,3,293,88.88036891332096,202,3,118.14327350206841,22.38255263930741,NA,NA,132.39406319424992,NA
Os01g0106500,57,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
Os01g0106600,25,NA,NA,NA,95,NA,NA,NA,8,NA,14
Os01g0106700,115,0.9,59.614881588203076,0.5,103,NA,NA,0.3,NA,47.838781478207906,3
Os01g0106800,15,84,111.91339134512668,55,119,110.15096786045628,103.44539515214326,24,26,108.74477738381457,44
Os01g0106900,21,174,130.88176275955493,146,97,1.8137432193440892,38.686867061120694,286,382,110.2898841961656,388
Os01g0107000,59,58,62.595625667613234,33,5,17.21235241191813,17.239773547238975,29,35,6.039155263685955,34
Os01g0107400,101,NA,NA,NA,55,NA,NA,NA,NA,NA,NA
Os01g0107900,45,52,2.7097673449183217,84,31,52.792368950516426,12.923368225575537,46,82,133.7481418498123,104
Os01g0108000,127,32,95.92576401010858,10,129,56.62286410087957,1.7587382232606656,7,6,106.1183623537343,NA
Os01g0108200,21,67,36.852835890889175,23,125,20.686857418906754,43.50776408657872,8,12,55.94992586575963,23
Os01g0108400,127,NA,NA,NA,77,5.811920292880103,6.276357997030873,NA,NA,NA,NA
Os01g0108600,61,19,102.42920563791257,48,35,26.434244957409142,114.94824912321653,41,18,102.34666688597692,31
Os01g0108800,81,NA,NA,NA,89,1.1304105302554643,9.666566508667113,NA,NA,NA,NA
Os01g0109000,61,5,NA,7,111,NA,NA,NA,NA,NA,5
Os01g0109700,117,45,131.15273949404678,43,137,80.37023643406404,4.4319348823259945,31,41,104.93132227248014,71
Os01g0109750,107,8,14.361766928067105,16,15,75.59222848707948,99.08984898625857,9,30,98.349291642292485,NA
Os01g0110100,NA,NA,75.33153218872935,NA,NA,NA,NA,NA,2,149.58304329300944,4
Os01g0110200,81,119,32.246231404528025,18,55,20.506518578889047,11.340155286750319,9,16,145.97394388428614,NA
Os01g0110400,93,11,40.64651017377482,16,31,18.787374072003384,10.343865145806431,32,28,33.43525845634341,31
Os01g0110500,105,NA,NA,NA,83,NA,NA,NA,NA,NA,NA
Os01g0110800,105,NA,95.38381054112493,NA,5,NA,NA,NA,NA,41.82805831227655,NA
Os01g0111000,51,18,32.51720813901986,NA,15,NA,NA,NA,NA,127.75696575108721,NA
Os01g0111100,49,194,59.07292811921942,191,63,55.63994121151425,1.0083732796253233,194,174,141.59984334535338,162
Os01g0111200,63,35,105.1389729828309,23,51,5.661244263268723,6.887852423973568,14,16,9.650031678518928,21
Os01g0111300,NA,NA,NA,NA,NA,5.5144745614724835,1.5623986972016322,NA,NA,NA,NA
Os01g0111400,67,NA,47.1499518015788,3,49,NA,NA,NA,NA,149.1396802686488,8
Os01g0111700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
Os01g0111800,45,151,105.1389729828309,55,59,8.106210772077713,133.50059996842938,25,NA,106.08815324987005,NA
Os01g0111900,79,329,79.93813667509049,105,7,6.744714951569588,26.386911299541218,17,15,48.30791109115865,NA
Os01g0112300,37,NA,NA,4,31,NA,NA,NA,NA,NA,NA
Os01g0112500,105,12,60.96976526066224,21,63,18.461241858459037,10.345477448518798,6,13,9.259090334393312,22
Os01g0113200,NA,NA,NA,NA,NA,12.449289678563552,79.85729346293,NA,NA,NA,NA
Os01g0113350,21,NA,NA,8,69,NA,NA,NA,NA,NA,NA
Os01g0113400,NA,NA,49.85971914649712,NA,NA,125.61083347448205,64.98760495780886,NA,NA,126.09279952938884,NA
Os01g0113500,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
Os01g0114100,NA,NA,75.60250892322118,NA,NA,NA,NA,NA,3,100.827326662216,9
Os01g0114300,71,NA,31.433301201052533,NA,99,19.800747904774024,8.199611969187528,5,2,147.04814407757675,1
Os01g0115900,53,NA,NA,NA,101,NA,NA,NA,NA,NA,NA
Os01g0116600,75,4,59.343904853711244,4,139,3.817645113741079,2.3792988555535337,NA,2,39.26739250825376,8
Os01g0116900,NA,5,95.92576401010858,17,NA,1.212430567244553,11.629222423704842,22,10,101.29645627516675,7
Os01g0117100,NA,NA,62.595625667613234,NA,NA,NA,NA,NA,NA,136.766386727073,4
Os01g0117900,117,150,101.8872521689289,206,15,37.85061220830768,1.848822986907827,35,22,49.30747702784346,30
Os01g0118000,109,12,127.35906521116112,32,19,81.7900392464796,14.124012806171091,6,21,127.44598968189638,31
Os01g0118066,NA,2,48.77581220852979,6,NA,114.07714899336955,4.2179585352982345,0.8,NA,126.63212088367122,4
Os01g0118100,105,18,3.5226975483938183,18,57,35.60039454125011,4.464171607682338,15,19,148.21119457635047,22
Os01g0118400,33,77,78.58325300263132,30,101,82.50931886217685,16.230658828867295,17,15,31.703566002477892,1
Os01g0118700,35,NA,42.27237058072582,7,45,1.5091121306586177,107.47187333770499,12,NA,129.33228166730248,NA
Os01g0119000,71,NA,NA,NA,35,NA,NA,10,NA,NA,NA
Os01g0119050,97,81,35.76892895292185,130,87,3.3477789502268545,1.3036823927738308,NA,NA,131.49667510887065,32
Os01g0119100,45,78,92.67404319620661,109,3,3.4671059684714534,1.0335939039851403,24,4,23.62085371268076,8
Os01g0119500,117,4,131.4237162285386,4,123,132.38616733794294,19.456187796871788,NA,6,145.11298442415494,NA
Os01g0120300,127,106,4.335627751869315,94,79,5.661244263268723,1.0290930951462143,14,18,115.52672120133921,11
Os01g0120400,83,12,NA,NA,139,8.6185853939681,11.970350688524121,NA,NA,NA,NA
Os01g0120500,83,64,91.0481827892556,85,135,131.23208349772196,23.422906295744777,228,254,133.99425719600046,284
Os01g0120600,65,NA,NA,NA,137,NA,NA,6,5,NA,NA
Os01g0120700,103,17,49.046788943021625,28,121,2.73714189421198,3.7940936225984903,28,29,50.01650246559856,12
Os01g0120800,35,42,42.54334731521766,13,31,80.37023643406404,21.441810940031306,5,8,9.319508542121815,17
Os01g0121100,65,6,84.00278769246798,17,21,8.925783124714028,15.088913926451516,13,12,27.93542454693984,11
Os01g0121200,63,19,21.407162024854742,5,113,NA,NA,NA,NA,142.79487995410102,NA
Os01g0121500,NA,NA,108.93264726571654,NA,NA,NA,NA,NA,12,141.4363587832645,NA
Os01g0121600,NA,NA,NA,NA,NA,2.4641451602608213,33.571219979404795,NA,NA,NA,NA
Os01g0121700,31,92,18.96837141442825,77,5,94.0896345533654,7.036507312626102,34,49,123.51525216732426,66
Os01g0121800,87,10,7.045395096787637,5,99,2.5744188974556055,1.501754757376045,NA,4,129.98355440649357,NA
Os01g0122000,79,NA,NA,NA,87,NA,NA,NA,NA,NA,NA
Os01g0123900,121,NA,17.071534272985428,57,59,50.53103850996804,2.119289879340548,41,116,124.5930063728342,296
Os01g0124000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
Os01g0124200,115,NA,63.40855587108873,NA,99,111.11965972759903,11.170871902208384,8,NA,151.2294394536112,7
Os01g0125600,55,5,NA,NA,51,NA,NA,NA,NA,NA,NA
Os01g0125700,111,12,NA,NA,83,NA,NA,NA,NA,NA,NA
Os01g0125800,NA,NA,NA,NA,NA,138.31062246367247,15.42417856904651,NA,NA,NA,NA
Os01g0125900,101,22,70.18297423338454,18,63,3.9537198710388735,1.0323864035779202,10,15,26.9092035186101,21
Os01g0126200,115,NA,53.653393429382774,16,133,1.120556113045446,16.863730352040044,24,36,51.072932597792565,40
Os01g0126401,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
Os01g0127300,101,71,48.77581220852979,62,61,1.9971203654795324,30.655244964348675,21,19,150.741651276509,21
Os01g0127400,107,24,47.96288200505429,13,83,6.68591752062174,14.44233926572528,NA,NA,123.9559496825204,NA
Os01g0127450,23,NA,NA,NA,137,NA,NA,NA,NA,NA,NA
Os01g0127700,21,NA,NA,NA,117,NA,NA,NA,NA,NA,NA
Os01g0127900,NA,NA,95.65478727561675,NA,NA,NA,NA,NA,NA,54.14981867667214,3
Os01g0128100,33,NA,61.240741995154075,NA,99,NA,NA,NA,NA,47.297683117815865,NA
Os01g0128200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
Os01g0128300,45,19,37.66576609436468,NA,51,NA,NA,NA,NA,131.49045558748685,NA
Os01g0128400,121,11,95.65478727561675,6,55,1.3004017930165093,6.072363597377705,4,3,100.22581009409545,8
Os01g0128800,7,10,36.31088242190551,7,49,8.770839416406352,3.754972538295951,8,5,54.88016818774318,12
Os01g0130000,NA,NA,52.29850975692361,NA,NA,NA,NA,NA,5,57.506583217823454,5
Os01g0130200,101,NA,NA,22,83,NA,NA,NA,NA,NA,NA
Os01g0130400,23,NA,NA,NA,127,NA,NA,NA,NA,NA,NA
Os01g0130900,119,40,76.41543912669667,9,135,9.407231730618452,8.645843185392495,NA,10,104.57503254749294,8
Os01g0131300,53,135,41.459440377250324,133,103,7.046549817476753,24.04056900516098,72,95,28.0749195265483,125
Os01g0131450,41,4,NA,NA,119,NA,NA,NA,NA,NA,NA
Os01g0131800,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA
Os01g0132000,77,223,63.95050934007239,139,81,10.541331022579598,2.4697919214466038,32,33,107.29474039833048,46
Os01g0132500,111,NA,NA,NA,35,NA,NA,7,6,NA,NA
Os01g0132700,101,NA,NA,NA,51,NA,NA,NA,NA,NA,NA
Os01g0132766,NA,NA,127.63004194565295,NA,NA,NA,NA,NA,NA,115.6582196534542,NA
Os01g0132800,123,34,92.40306646171476,7,35,NA,NA,NA,NA,111.48758631407772,NA
Os01g0133100,39,NA,33.60111507698719,NA,79,NA,NA,NA,NA,130.4322484491832,NA
Os01g0133400,57,36,96.19674074460043,15,5,2.7132807062040363,1.1904453615539587,46,9,32.717347988040004,28
Os01g0133500,43,11,90.50622932027194,6,45,1.1011042490357363,58.983202865924014,20,4,16.662986290299603,8
Os01g0134200,NA,NA,27.09767344918322,NA,NA,NA,NA,NA,NA,111.1659482082289,NA
Os01g0134500,45,63,61.51171872964591,36,61,7.827220176032929,57.962519050677926,49,38,10.864615354472834,18
Os01g0134700,NA,NA,NA,5,NA,35.29004610476531,23.698311867155606,NA,NA,NA,NA
Os01g0134900,43,35,89.96427585128828,11,81,1.1011042490357363,85.47256282474045,NA,NA,113.63865220982343,NA
Os01g0135600,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA
Os01g0135700,107,28,27.63962691816688,96,103,1.3585964837690416,8.796034449717279,39,26,144.38174641002908,36
Os01g0135900,23,244,37.123812625381014,329,103,1.1011042490357363,93.77807631549838,60,53,53.80596799445256,97
Os01g0136100,47,20,NA,NA,9,NA,NA,NA,10,NA,20
Os01g0136200,73,12,48.77581220852979,NA,51,5.232251675299166,3.133678121660608,NA,10,122.88174948922979,NA
Os01g0136300,9,NA,NA,NA,43,NA,NA,NA,NA,NA,NA
Os01g0136400,67,NA,50.672649349972616,8,141,7.827220176032929,34.804627233021186,7,2,122.87552996784598,NA
Os01g0136500,NA,NA,NA,NA,NA,114.07714899336955,5.83530262275071,NA,NA,NA,NA
Os01g0137300,NA,3,NA,0.6,NA,NA,NA,NA,NA,NA,NA
Os01g0138500,53,13,NA,NA,1,NA,NA,NA,NA,NA,NA
Os01g0138900,125,122,9.484185707214126,89,17,6.86386559342487,84.09173036279451,20,13,129.439790536937,12
Os01g0139000,21,13,NA,NA,51,35.913472250225574,14.903104747444413,NA,NA,NA,NA
Os01g0139200,117,21,44.71116119115231,12,79,84.70533372992502,3.6799432249442736,3,2,53.781089908917295,6
Os01g0140100,27,40,60.15683505718674,9,117,NA,NA,NA,NA,135.70284857044038,NA
Os01g0140400,105,11,82.91888075450065,NA,31,NA,NA,NA,NA,54.19157832024919,NA
Os01g0140500,89,35,NA,NA,105,NA,NA,NA,NA,NA,NA
Os01g0141000,NA,NA,42.54334731521766,NA,NA,NA,NA,NA,10,51.64512856510369,NA
Os01g0141100,87,NA,104.86799624833905,20,83,137.10489185354942,46.938695120947,14,18,26.259707785528672,10
Os01g0141600,107,29,64.22148607456423,33,123,1.0632076609277532,26.824379371492903,27,32,16.749171086618205,48
Os01g0141700,NA,NA,93.21599666519026,NA,NA,NA,NA,NA,4,46.65707241528275,NA
Os01g0141900,35,14,18.426417945444587,13,47,1.9624521205714311,48.7467254535511,3,5,120.30242512105555,2
Os01g0142100,35,121,105.40994971732272,79,3,113.08267504764649,3.670491814078042,71,53,3.7557024127704177,87
Os01g0142200,81,NA,9.213208972722294,NA,1,4.02356541139646,1.4957980489052114,NA,NA,130.51221372411797,8
Os01g0142300,91,9,48.23385873954613,3,141,NA,NA,NA,9,145.92152220405112,24
Os01g0142500,53,14,95.1128338066331,13,35,8.84797210961565,9.061113290790354,19,9,146.8393458596915,10
Os01g0142800,39,3,43.085300784201316,NA,49,6.019078271090601,3.946384188536741,NA,NA,47.35721282248954,NA
Os01g0143100,15,19,131.69469296303043,5,71,36.869322087571746,19.678817685215254,NA,14,100.10763918780293,15
Os01g0143800,81,365,92.40306646171476,103,3,NA,NA,NA,NA,1.6552811911500562,NA
Os01g0143900,103,91,105.68092645181454,25,35,18.300304946939644,2.3463396764406856,NA,13,49.83080532713889,NA
Os01g0144000,125,17,139.0110647943099,18,11,11.109920809524555,1.8691042271660796,NA,5,152.0530817854395,14
Os01g0144100,89,558,111.91339134512668,343,59,2.5076762033927986,11.554245971435323,260,116,126.42509967189561,68
Os01g0144200,71,45,78.58325300263132,14,91,5.562970065080145,7.558334630809745,8,8,10.808639662018486,19
Os01g0144340,9,4,41.459440377250324,8,129,2.52972926012791,117.37418917232434,NA,2,43.07640510431403,9
Os01g0144600,9,NA,108.6616705312247,17,67,83.96691023142856,62.26587107212907,NA,NA,109.29120676253561,10
Os01g0146101,NA,NA,28.45255712164238,21,NA,NA,NA,NA,9,102.05346087788271,NA
Os01g0147200,113,25,63.1375791365969,21,9,38.51927274794779,120.00085956581812,11,13,141.58651579953093,18
Os01g0147700,19,9,132.77859990099776,13,49,1.212430567244553,70.94229807390616,3,NA,144.5727745668177,NA
Os01g0147800,81,9,NA,NA,63,NA,NA,NA,NA,NA,NA
Os01g0147900,33,77,78.85422973712316,49,103,33.77841749079154,15.618918549119977,25,36,52.06183649781941,58
Os01g0148000,5,20,45.5240913946278,18,125,14.702584822429962,105.31623576522368,17,7,38.776938821987066,23
Os01g0148050,61,50,73.16371831279469,40,31,34.07547233237708,90.9566370555651,29,25,144.76824523888052,36
Os01g0148100,99,16,61.78269546413774,4,113,83.96691023142856,16.99831047251468,NA,NA,2.2914493784090153,6
Os01g0148400,67,27,128.9849256181121,10,117,10.449436378054367,3.579254539456157,NA,NA,140.83484221514394,8
Os01g0148500,73,5,82.91888075450065,NA,111,NA,NA,NA,10,137.23551634002376,4
Os01g0148700,77,16,44.44018445666048,NA,141,NA,NA,12,NA,14.135195099305555,NA
Os01g0149200,89,NA,74.51860198525385,3,135,72.35427931478635,4.4360813433947826,17,14,107.26008877919207,14
Os01g0149500,55,NA,NA,NA,95,NA,NA,NA,NA,NA,NA
Os01g0149600,NA,NA,NA,11,NA,52.33214851270253,2.3245001631471416,24,NA,NA,NA
Os01g0149800,51,200,126.2751582731938,254,139,34.07547233237708,7.790362447404798,946,513,147.80870269251204,1244
Os01g0149900,109,9,61.240741995154075,3,103,45.8912392302721,1.9332501684722605,3,5,112.12553150744633,2
Os01g0150000,35,431,80.751066878566,34,61,23.590291150673544,52.31283895210518,21,23,22.588413162967193,29
Os01g0150100,97,NA,80.751066878566,NA,59,NA,NA,NA,4,42.41180481930048,7
Os01g0150200,19,49,113.81022848656951,NA,99,NA,NA,NA,NA,126.4188801505118,NA
Os01g0150800,NA,12,62.05367219862956,6,NA,NA,NA,NA,NA,16.22051176899379,NA
Os01g0151100,17,3,67.74418362295805,7,45,1.3947560123989025,129.46387569360488,3,8,99.24579122461692,4
Os01g0151200,81,326,40.375533439283,236,53,43.5425915320625,10.75402653956803,328,335,58.08144469429908,458
Os01g0151400,95,3,0.5419534689836644,3,33,NA,NA,4,3,133.21948253218787,NA
Os01g0151500,73,36,79.93813667509049,9,53,13.470007589133917,47.91811486288013,NA,NA,136.70952253156383,NA
Os01g0151600,125,10,43.35627751869315,17,77,38.183478826956105,54.56123038066932,16,15,53.249765082128384,6
Os01g0151700,79,92,106.22287992079822,97,83,2.4858153954168833,134.91249810931967,93,126,151.62482331301095,124
Os01g0152300,99,NA,NA,NA,57,NA,NA,NA,NA,NA,NA
Os01g0152700,125,84,82.91888075450065,31,9,82.50931886217685,1.4561184833981529,31,28,3.8294481663213866,22
Os01g0152900,57,NA,77.22836933017217,10,1,NA,NA,NA,NA,147.4337544033734,NA
Os01g0152950,NA,NA,90.77720605476378,7,NA,NA,NA,NA,NA,38.6285588118303,NA
Os01g0153100,67,10,102.15822890342072,9,105,45.8912392302721,82.68164307700509,24,10,50.913890550977825,NA
Os01g0153300,123,NA,NA,12,3,6.569855900077089,9.516331449214237,12,NA,NA,NA
Os01g0153400,23,125,89.96427585128828,46,101,7.55783156973032,84.01967609010522,NA,NA,118.46055828839098,21
Os01g0153700,55,4,NA,NA,97,NA,NA,5,NA,NA,NA
Os01g0154600,101,NA,NA,NA,35,NA,NA,NA,NA,NA,NA
Os01g0155400,41,22,139.55301826329358,14,81,1.6328443130235797,141.8449903930723,33,12,154.19437414758207,24
Os01g0155500,33,NA,NA,NA,79,5.278265248698968,2.2649544040477556,3,NA,NA,NA
Os01g0155600,33,18,78.85422973712316,13,65,12.893027642955017,139.26012218560973,6,11,42.95379168274736,30
Os01g0157900,113,83,104.05506604486355,85,33,12.020823796610376,115.75728660656593,15,28,148.9530946271343,14
Os01g0158000,85,21,62.866602402105066,13,31,20.506518578889047,14.29899405786531,14,4,47.82811944154994,15
Os01g0158100,83,49,11.651999583148783,NA,89,NA,NA,NA,NA,98.89394401490385,NA
Os01g0158200,15,10,40.104556704791165,9,81,2.6896275294410907,70.44098672270258,24,9,55.93926382910166,15
Os01g0158400,NA,NA,97.28064768256775,NA,NA,25.524460353477455,75.75338886997638,NA,20,144.68916846700057,38
Os01g0158600,NA,NA,NA,3,NA,2.338033750855186,148.1029424449446,NA,NA,NA,NA
Os01g0159200,63,53,46.60799833259513,NA,105,NA,NA,NA,NA,152.35606132713684,NA
Os01g0159300,93,NA,59.614881588203076,31,23,1.6186099011273074,102.53845483832053,25,15,46.767246794081785,14
Os01g0159400,41,33,42.27237058072582,27,59,4.166979917070889,1.1859082806601262,NA,8,8.248862361050524,13
Os01g0159800,NA,NA,129.52687908709578,NA,NA,NA,NA,NA,9,111.36586139556587,21
Os01g0162300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
Os01g0164400,101,22,73.43469504728652,NA,119,49.65386433018165,18.737472252426382,NA,18,24.755472113699877,15
Os01g0164500,77,NA,NA,NA,65,1.2230929486359992,129.61529930987734,NA,4,NA,NA
Os01g0164600,115,70,106.22287992079822,115,131,1.120556113045446,11.63738158255744,245,157,148.4102192606326,143
Os01g0164700,77,7,43.62725425318498,15,3,2.8347035867862624,1.891965506704547,8,NA,49.49850518463212,9
Os01g0164800,NA,NA,88.60939217882911,NA,NA,NA,NA,NA,NA,132.9307190393678,NA
Os01g0165000,117,NA,NA,NA,53,NA,NA,NA,2,NA,1
Os01g0165200,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,0.6
Os01g0165800,NA,NA,NA,NA,NA,33.77841749079154,10.289997963408048,3,NA,NA,NA
Os01g0166100,95,41,78.58325300263132,6,139,2.6661805505734457,70.44647634225302,NA,17,23.131288529468904,21
Os01g0166500,29,9,1.8968371414428251,NA,117,113.08267504764649,2.2040122038027232,NA,NA,129.4646686224723,NA
Os01g0166700,49,24,47.420928536070626,41,105,3.3477789502268545,1.430363415818017,13,11,120.20735529418864,44
Os01g0166800,15,7,27.09767344918322,7,127,130.08806044811874,25.700952491165165,NA,NA,134.20394391694057,NA
Os01g0167100,77,NA,127.35906521116112,NA,117,NA,NA,NA,NA,132.803663102527,NA
Os01g0167400,NA,NA,NA,NA,NA,6.399530129547302,6.880341819774423,NA,6,NA,6
Os01g0167500,51,40,11.651999583148783,31,19,14.702584822429962,57.63820794487521,53,57,127.82538048630919,64
Os01g0167800,NA,NA,75.873485657713,NA,NA,1.2338490973573097,89.43840556812124,NA,NA,151.72433565515203,NA
Os01g0167900,123,NA,NA,NA,31,33.77841749079154,13.590613744797796,NA,4,NA,NA
Os01g0168100,61,41,4.064651017377482,17,65,76.9276240683873,4.040992069256257,31,36,151.95978896468222,18
Os01g0168200,NA,8,44.98213792564414,NA,NA,NA,NA,NA,20,22.16992822414182,11
Os01g0168300,117,20,114.62315869004502,NA,101,NA,NA,NA,6,121.05854122071669,NA
Os01g0168400,71,NA,NA,NA,137,NA,NA,NA,NA,NA,NA
Os01g0168500,25,NA,28.72353385613421,10,7,125.61083347448205,10.17041464520316,15,5,155.093539239071,21
Os01g0168600,55,20,46.06604486361147,4,137,131.23208349772196,89.87158240404267,4,4,54.84818207776926,8
Os01g0168800,19,42,97.82260115155141,13,97,NA,NA,NA,NA,147.36622817120622,NA
Os01g0169500,59,10,62.05367219862956,11,7,3.067121081832025,1.0838297176309972,3,9,33.90083405707483,11
Os01g0169800,NA,NA,78.3122762681395,4,NA,NA,NA,4,NA,16.167201585703932,NA
